"RecipeInstructions","Name","Images","Keywords","RecipeIngredientQuantities","RecipeIngredientParts","AggregatedRating","ReviewCount","RecipeId","RecipeCategory"
"In shallow microwave-safe bowl, melt butter., In a ziplock baggie, combine Parmesan cheese, flour, Italian seasoning, parsley, and pepper., Dip each pork chop in butter, place in bag (one at a time) and shake to coat., In a large skillet, cook pork chops in oil over medium heat for 7-8 minutes on each side or until juices run clear.","Parmesan Pork Chops","https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/21/73/86/01470698181.jpeg, https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/21/73/86/picsPqDEv.jpg","Meat, < 30 Mins","1/4, 1/4, 2, 2, 2, 1/4, 4, 2","butter, parmesan cheese, all-purpose flour, dried parsley, pepper, boneless pork chops, olive oil","5","5","217386","Pork"
"Brown pork chops with small amount of shortening or vegetable oil.  Season with salt and pepper to taste.  Drain and place in 9x13 inch pan.  Set aside., Add onion to pan and cook over medium heat for 3-5 minutes until soft., Add the rest of the ingredients.  Stir together until combined and cook over medium heat, stirring occasionally, until heated through and bubbly., Pour over chops, cover pan with foil, and bake at 350 degrees for 1.5 hours.","Deanna's Baked Pork Chops","https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/21/78/17/picDG33rc.jpg, https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/21/78/17/picTXEbwd.jpg","Meat, Oven, Beginner Cook, < 4 Hours, Easy","6, 2, 1/2, 1/4, 1/2, 1, 2, 3, 1 1/2, 1","vegetable shortening, salt, pepper, onion, Worcestershire sauce, catsup, water, mushroom stems and pieces","5","4","217817","Pork"
"Mix the eggs, cream, lemon rind, tabasco, salt and pepper together. Set aside., Microwave onion and potato about 3 minutes (to speed up cooking)., Heat oil in frying pan over medium heat and brown potato and onion and cook them through., Add the capsicum and cook a few minutes more., Pour over the egg mix and scatter the crab across the top., Cook gently for about 5 minutes or until almost set through, then place under a griller (broiler) to brown the top. Serve at once.","Crab Frittata","https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/21/81/49/picuQIX15.jpg, https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/21/81/49/picJl4nsD.jpg, https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/21/81/49/picDkPBLv.jpg, https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/21/81/49/picCfCIvk.jpg","Lunch/Snacks, Crab, Australian, Savory, Camping, Brunch, < 30 Mins, Stove Top, Easy","5, 1/3, 1/2, 5, NA, 3, 1, 1, 1, 1/4, 1","eggs, lemon rind, Tabasco sauce, sharp cheddar cheese, potato, onion, red capsicum","5","7","218149","Breakfast"
"COOK pasta as directed on package, adding asparagus to the cooking water for the last 3 minute of the pasta cooking time; drain. Rinse with cold water; drain well., MEANWHILE, mix dressing, oregano and lemon peel., PLACE pasta mixture in large bowl. Add dressing mixture, shrimp, tomatoes and cheese; mix lightly. Serve immediately. Or, cover and refrigerate until ready to serve.","Lemon Shrimp Pasta Salad","https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/21/87/59/pic6XaCtH.jpg, https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/21/87/59/picfArY4n.jpg","Healthy, Kid Friendly, Brunch, < 30 Mins, Beginner Cook, Easy","3, 1, 1, 1, 1, 1, 1","bow tie pasta, asparagus spear, dried oregano leaves, lemon peel, large shrimp, cherry tomatoes","4","4","218759","Salad Dressings"
"Combine salsa, dressing and chili powder; spread evenly onto bottom halves of tortillas., Top with chicken and cheese., Fold tortillas in half to enclose filling., Cook in skillet sprayed with cooking spray on medium heat 4 to 5 minutes on each side or until both sides are golden brown and cheese is melted., Cut each quesadilla into 3 wedges to serve., Makes 4 servings, 6 wedges each.","Speedy Salsa-Chicken Quesadillas","https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/22/00/16/picfOOVyD.jpg, https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/22/00/16/pic7Remlz.jpg, https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/22/00/16/picO1tqqr.jpg","Chicken Breast, Chicken, Poultry, Cheese, Meat, Brunch, < 30 Mins, Stove Top","1/2, 2, 1/2, 8, 3/4, 1","salsa, Miracle Whip, chili powder, flour tortillas, boneless skinless chicken breast half","5","10","220016","Lunch/Snacks"
"Lightly grease or spray nonstick muffin pans with nonstick cooking spray., In large bowl, stir together flour, sugar, baking powder, baking soda and salt., In separate bowl, lightly beat egg; stir in bananas, pineapple, oil, milk and lemon rind. Pour over flour mixture and stir just enough to moisten, being careful not to overmix., Spoon into prepared pans. Top each with dollop of jam., Bake in 350F oven for 20 to 25 minutes or until tops are firm to the touch.","Strawberry-Glazed Banana Pineapple Muffins (Light)","https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/22/02/19/picXinWQK.jpg, https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/22/02/19/picDpaT2p.jpg","Breads, Pineapple, Tropical Fruits, Fruit, Healthy, < 60 Mins","2, 1/2, 1, 1, 1/4, 1, 1, 1/2, 1/4, 1/4, 1, 1/4","whole wheat flour, granulated sugar, baking powder, baking soda, salt, egg, low-fat milk, lemon rind","4","2","220219","Quick Breads"
"Cut chicken into bite size nugget pieces., Mix in bowl with oil, garlic, salt, pepper and chili power to taste. You can add variety here, but using whatever type of seasonings you want!, Allow to marinate for 30 minutes., DO NOT drain. Stir in panko bread crumbs into the chicken until well coated and allow to sit for 5-10 minutes to absorb the moisture and stick better., Bake in a glass dish for 15 minutes at 475 degrees., Serve with dipping sauces.","Baked Panko Chicken Nuggets","https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/22/02/89/01503875152.jpeg, https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/22/02/89/01503875152.jpeg, https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/22/02/89/pichEjmF8.jpg, https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/22/02/89/picmMIxTH.jpg","Chicken, Poultry, Meat, < 30 Mins, Easy","2, 1/3, NA, NA, NA, 4, 1","boneless skinless chicken breasts, olive oil, salt, pepper, chili powder, garlic cloves, panko breadcrumbs","5","16","220289","Chicken Breast"
"Shake all ingredients together in ziploc bag or covered container, salt and pepper to taste., Heat frying pan, add thin layer of oil, and heat until just before smoking point., Add all ingredients and stir fry for about 5 minutes or until chicken is done, keeping pan as hot as possible without burning.","Quick Almond Chicken","https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/22/02/92/picinlrOm.jpg, https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/22/02/92/picbOaOG7.jpg, https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/22/02/92/pic2ompUJ.jpg, https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/22/02/92/picVyBIhu.jpg","Poultry, Meat, High Protein, High In..., < 15 Mins, Easy","2, 2, 1/4, 1, NA, NA","boneless chicken breasts, flour, chicken bouillon powder, salt, pepper","5","5","220292","Chicken"
"Combine lemon juice, olive oil, & garlic in a zip-lock plastic bag., Add chicken, seal, & marinate in refrigerator 3-8 hr, turning occasionally., Preheat oven to 350°. Remove chicken from bag; discard marinade., Coat broiler pan with cooking spray & place chicken in a single layer on pan.  Sprinkle with salt and pepper.  Press in oregano & rosemary, Bake 45 minutes or until chicken is done.","Rosemary Chicken Oreganata","https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/22/05/69/picFq9r5z.jpg, https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/22/05/69/pict8dXjY.jpg, https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/22/05/69/picILNB2a.jpg","Chicken, Poultry, Meat, Very Low Carbs, Lactose Free, Egg Free, Free Of..., Beginner Cook, < 4 Hours, Easy","1/3, 2, 1 1/2, 3/4, 3/4, 2, NA, 1/8, 1/8","fresh lemon juice, olive oil, fresh rosemary, garlic, fresh oregano, boneless skinless chicken breast halves, kosher salt, fresh coarse ground black pepper","5","1","220569","Chicken Breast"
"Brown the pork chops in a skillet in oil., Place chops in a single layer in a lightly greased baking pan. Sprinkle the onion and garlic on top., Combine all sauce ingredients and pour over chops., Cover and bake at 350 degrees for about 20 minutes.","Saucy Maple Pork Chops","https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/22/19/99/picJfRCgn.jpg, https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/22/19/99/picm9bwCx.jpg","Meat, < 30 Mins, Easy","1, 1/4, 1, 1/4, 1/4, 1, 2, 1/2, 1/2, 1/4","boneless pork chop, onion, garlic clove, water, maple syrup, cider vinegar, Worcestershire sauce, chili powder, salt, pepper","5","2","221999","Pork"
"Melt butter in skillet over medium heat; add olive oil., Season chicken with salt and pepper; dust with flour., Saute in skillet for approximately 5 minutes per side., Top each chicken breast with a sage leaf, 2 ounces of country ham, then cheese., Pour white wine into the skillet; simmer until cheese is melted., Serve immediately.","Kentucky Country Saltimbocca","https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/22/20/42/piclxxTM9.jpg, https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/22/20/42/picNQuLKY.jpg, https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/22/20/42/picafBo59.jpg","Poultry, Meat, < 30 Mins","1, 1, 12, 1/2, 1/2, 1, 2, 4, 2, 1","butter, olive oil, boneless skinless chicken breast halves, salt, pepper, flour, fresh sage leaves, country ham, white wine","5","3","222042","Chicken"
"In the slow-cooker, stir together chicken, alfredo sauce, tomatoes and juices, chicken broth, peppers and cajun seasoning., Cover and cook on HIGH 3-4 hours, or LOW 6-8 hours., Cook pasta according to directions on package, serve chicken and sauce over cooked pasta and garnish with chives if desired.","Slow-Cooker Cajun Chicken Pasta","https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/22/28/72/picfPMloy.jpg, https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/22/28/72/picXY2jlh.jpg","Chicken, Poultry, Vegetable, Meat, Cajun, Potluck, < 4 Hours, Easy","1 1/2, 1, 1, 1, 1, 4, 1, NA","boneless skinless chicken breasts, alfredo sauce, diced tomatoes, reduced-sodium chicken broth, red bell pepper, dry bow tie pasta, fresh chives","4","11","222872","Chicken Breast"
"Combine flour, parmesan, and garlic powder.  Dredge chicken in mixture., Melt butter in large skillet.  Add chicken and brown.  Add liquid.  Stir until thickened., Meanwhile cook pasta according to package directions., Drain pasta and place in large serving bowl., Pour chicken and sauce over pasta.  Toss gently. Top with grated cheese., Garnish with fresh lemon slices and fresh parsley.","Lemon Garlic Chicken over Angel Hair Pasta","https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/22/41/97/picRlyaEy.jpg, https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/22/41/97/picSqUeQk.jpg, https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/22/41/97/pic9LltK9.jpg, https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/22/41/97/pic9NsCYe.jpg","Chicken, Poultry, Meat, Healthy, < 30 Mins","1/2, 4, 1/2, 1, 4, 1, 1/2, 2, 1, 12, 1/4 - 1/2","flour, parmesan cheese, garlic powder, boneless skinless chicken breast, butter, white wine, hot water, chicken bouillon cube, angel hair pasta, parmesan cheese","5","13","224197","Chicken Breast"
"Place all ingredients except spinach in slow cooker, pour water over all just to cover,., cook on low for 6 hours or until wild rice and vegetables are tender., Remove ham bone and take any meat left on it and place back in soup., Stir in spinach and drizzle sherry during last 15 minutes of cooking.","Lentil and Wild Rice Soup (Crock Pot)","https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/22/44/37/picgw3NL5.jpg, https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/22/44/37/pic89Jc3V.jpg","Pork, Rice, Lentil, Beans, Meat, Winter, Spicy","1, 1, 2, 2, 2 -4, 3/4, 3/4, 1 -3, 1, 1/2, 1, 1, 1, 10, 2, NA","ham bone, sweet onion, celery, carrots, lentils, chipotle chile in adobo, bay leaf, black pepper, garlic powder, salt, water, sherry wine","5","2","224437","Chowders"
"Mix all together., Place cut up chicken in sauce to marinate., Grill until chicken is cooked done.","Chicken Marinade","https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/22/46/25/pic0erLqC.jpg, https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/22/46/25/picTdUjXY.jpg","High Protein, High In..., < 15 Mins, Easy","1/4, 1/4, 1/4, 1/2, 1/2, 1/4, 1/4, 4","soy sauce, vinegar, garlic powder, onion powder, dried parsley, dried basil, boneless skinless chicken breasts","3","2","224625","Very Low Carbs"
"Combine the pesto, mayo, tuna, and tomatoes. Salt and pepper to taste., Spread the tuna mixture on the bottom half of the rolls and top with a slice of cheese (I used hoagie rolls; this is enough filling for four large sandwiches)., Broil until the cheese is slightly browned., Top with optional lettuce and the other half of the bun., Serve!","Pesto Tuna Sandwich","https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/22/46/75/picQiN1ac.jpg, https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/22/46/75/picy8xErO.jpg, https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/22/46/75/pic6tzAxv.jpg","Tuna, < 15 Mins, Easy","6, 1/4, 2, 2, NA, 4, 4","pesto sauce, light mayonnaise, albacore tuna in water, tomatoes, lettuce, monterey jack cheese","5","5","224675","Lunch/Snacks"
"Place goat cheese in small bowl., Mix thyme, lemon peel and garlic in another small bowl.  Season with black pepper., Mix half of thyme mixture into goat cheese., Add olive oil to remaining half of thyme mixture., Form cheese into 2 1/2-inch round; flatten slightly., Place in center of plate. Spoon oil-thyme mixture over top of cheese., Serve with toasted baguette slices.","Herb and Lemon Goat Cheese Spread","https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/22/47/00/picYKr9Sv.jpg, https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/22/47/00/pici12RKg.jpg, https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/22/47/00/picmn2IQY.jpg","Cheese, Very Low Carbs, High Protein, High In..., < 15 Mins, Easy","5, 2, 2, 1, 5","fresh thyme, lemon peel, garlic clove, olive oil","4.5","4","224700","Spreads"
"In skillet, brown pork chops on both sides in hot oil., Drain fat., In your crock pot, mix soup, chicken broth, mustard, thyme, garlic, and pepper., Add potatoes and onion, stirring to coat., Place browned pork chops on tops of potato mixture., Cover and cook on Low for 8 to 10 hours or on High 4 to 5 hours., Serve with salad or side dish of your choice.( I place some of the sauce on top of the pork chops when I served these).","Manuel's Crock Pot Pork Chops and Potatoes in Mustard Sauce","https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/22/47/43/picxDYl1a.jpg, https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/22/47/43/picfQqmcF.jpg","NA","6 -8, 2, 1, 1/4, 1/4, 1/2, 1, 1/4, 6, 1","boneless pork chops, chicken broth, dijon-style mustard, thyme, garlic clove, black pepper, potatoes, onion","5","2","224743","Easy"
"Season chicken with thyme and salt on both sides. Set aside., Heat oil in skillet over medium heat. Cook onion until browned and soft., Add chicken and cook until well cooked, about 8 minutes each side. Remove chicken and set aside., Add fruit spread, balsamic vinegar and pepper to oil in skillet. Cook for several minutes until ingredients are well combined and fruit spread is melted., Serve chicken with sauce poured over top.","Raspberry Chicken","https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/22/50/77/picJE277z.jpg, https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/22/50/77/picVyzGyb.jpg","Chicken, Poultry, Meat, < 30 Mins, Beginner Cook, Easy","4, 1, 1, 1, 8, 1/3, NA","boneless skinless chicken breasts, thyme, olive oil, red onion","4.5","6","225077","Chicken Breast"
